UniprotID,Length,Molecular_Weight (kDa),num_theoretical_peptides,num_unique
P00761,231,24.40929,11,11
P02666,224,25.107164999999995,7,7
P02663,222,26.018554999999996,12,12
P02662,214,24.528765,10,10
P22629,183,18.83361,7,7
P02754,178,19.883014999999997,11,11
P31025,176,19.249845,8,8
Q9NZT1,146,15.892355000000004,9,9
Q9R4J4,144,16.113275,9,9
P47929,136,15.074964999999995,10,10
P06702,114,13.241955000000003,8,8
P31151,101,11.470870000000001,7,7
P01040,98,11.006465,7,7
P05109,93,10.834429999999998,8,8
P81605,91,9.25921,6,6
P30879,73,8.293719999999999,1,1
Q10735,67,7.79884,2,2
Q8WZ42-12,35991,3994.5945699999997,1915,1861
Q8WZ42-13,34484,3831.0393450000006,1834,1814
Q8WZ42-8,34475,3829.8163300000006,1833,1813
Q8WZ42,34350,3816.000774999999,1827,1807
Q8WZ42-2,34258,3805.678935,1822,1802
Q8WZ42-7,33615,3734.619419999999,1788,1768
Q8WZ42-4,33445,3715.99904,1783,1763
Q8WZ42-11,33423,3713.5713200000005,1782,1762
Q8WZ42-5,32900,3653.056314999999,1776,1760
Q8WZ42-9,27118,3013.933925,1473,1461
Q8WZ42-10,27051,3006.7314100000003,1473,1461
Q8WZ42-3,26926,2992.915855,1467,1455
Q8WXI7,22152,2352.668265,713,460
Q8NF91,8797,1011.0780499999998,487,487
Q8NF91-4,8749,1005.23146,484,484
Q5VST9-6,8483,924.9632000000003,381,361
Q5VST9-2,7969,868.5632999999999,355,346
Q5VST9,7968,868.476225,355,346
Q03001,7570,860.6548549999999,429,429
Q9UPN3,7388,838.301105,424,424
Q5CZC0,6907,780.6000499999999,349,349
Q8WXH0-2,6907,798.85593,393,393
Q8WXH0,6885,796.4361899999999,393,393
P20929,6669,772.92201,434,390
Q5VST9-3,6620,721.540975,303,294
Q8WXG9,6306,693.0630649999999,225,225
Q7Z5P9,6254,598.1400649999998,151,146
Q9UPN3-5,5938,670.131605,326,326
Q7Z5P9-2,5936,564.069185,136,131
Q09666,5890,629.0980750000001,376,253
Q8IVF2,5795,616.6246699999999,303,215
Q9HC84,5762,596.3344749999999,153,126
Q8IVF2-3,5695,605.6438400000001,302,214
Q96RW7,5635,613.3846700000001,257,257
Q8WZ42-6,5604,631.5625850000001,274,270
Q9NU22,5596,632.814475,280,280
Q8NF91-7,5580,642.666825,319,319
O14686-3,5540,593.671895,191,191
O14686,5537,593.3846199999999,191,191
Q96RW7-2,5518,600.092095,250,250
Q9UKN1,5478,558.1576049999999,93,53
Q9UPN3-2,5430,620.4136949999998,314,314
Q9Y6R7,5405,572.0124199999999,173,116
Q9UPN3-3,5374,614.148165,314,314
Q9UPN3-4,5300,606.158965,306,306
Q63HN8-4,5256,596.480505,273,273
O75445-3,5226,578.2707649999999,212,212
Q63HN8,5207,591.40204,273,273
Q5T4S7-2,5204,575.952625,238,238
O75445,5202,575.5958749999998,212,212
Q5T4S7,5183,573.8352600000001,237,237
Q02817,5179,540.2963799999999,89,89
Q5T4S7-4,5176,573.6004350000001,238,238
Q03001-8,5171,591.0315300000001,298,298
Q5T4S7-3,5159,571.8462200000001,237,237
A2VEC9,5147,547.49899,141,141
Q9Y6V0-5,5142,560.6947549999999,250,249
Q4G0P3,5121,575.8875199999999,215,215
P58107,5090,555.615875,268,142
Q9Y6V0,5065,553.27208,244,244
Q8NDA2,5065,542.5996,216,216
Q86UQ4,5058,576.1538550000001,243,243
P21817,5038,565.170715,241,241
P21817-3,5033,564.54503,241,241
P21817-2,5033,564.6862100000001,241,241
P98088,5030,526.6030249999999,181,137
Q2LD37,5005,555.4771200000001,228,228
Q2LD37-4,5004,555.348985,228,228
Q6V0I7,4981,542.6818300000001,185,185
Q6V0I7-3,4980,542.6107550000002,185,185
Q92736-2,4975,565.4066499999999,265,265
Q8NEZ4-3,4968,547.6287649999999,192,192
Q92736,4967,564.5627099999999,264,264
Q9Y6V0-6,4935,537.8816599999999,240,239
Q8NEZ4,4911,541.3656400000001,191,191
Q15413,4870,552.037115,241,241
Q9Y6V0-2,4866,530.853645,233,233
Q15413-2,4865,551.4794,241,241
Q15751,4861,532.22315,205,205
Q9NR09,4857,530.24958,190,190
O95714,4834,527.2229749999999,223,222
Q96M86,4753,533.63902,203,203
Q9P2P6,4700,516.3388650000002,225,225
Q15149,4684,531.785925,289,287
P98164,4655,521.95277,205,205
Q14204,4646,532.403425,256,256
O75592,4640,510.07948500000003,219,219
O75592-2,4637,509.70306999999985,219,219
Q8TE73,4624,529.016125,246,246
Q9NZR2,4599,515.49301,212,212
Q8TDW7,4589,505.51871000000006,186,186
Q14517,4588,506.2684950000001,190,190
Q9NZJ4,4579,521.1210699999999,257,257
Q15149-2,4574,518.467785,281,279
Q15149-3,4570,518.027285,280,278
P04114,4563,515.60006,251,251
Q8TDW7-3,4557,501.9737699999999,185,185
Q15149-6,4551,516.4739800000001,281,279
P08519,4548,501.31600499999996,172,50
Q15149-4,4547,516.19361,281,279
Q15149-5,4547,516.2717500000001,280,278
Q07954,4544,504.60169499999995,225,225
Q15149-9,4533,514.76993,279,277
Q15149-8,4525,513.7017700000001,279,277
Q96DT5,4523,521.03842,240,240
Q0VDD8-4,4515,518.5605899999998,225,225
Q15149-7,4515,512.5996700000001,278,276
Q685J3,4493,451.73553000000004,33,33
Q96JB1,4490,514.6591350000001,249,249
Q9NYC9,4486,511.872475,241,241
Q9UFH2,4485,511.7822,258,258
Q8IVF4,4471,514.8362400000001,247,247
Q96JB1-2,4454,510.443045,247,247
Q9UFH2-2,4448,507.8337250000001,255,255
Q9P225,4427,507.69372,231,231
Q8NDA2-3,4427,474.14103000000006,184,184
Q9NYC9-2,4410,503.34091500000005,236,236
P98160,4391,468.8264500000001,177,172
Q5THJ4,4387,491.84042999999997,226,226
Q12955,4377,480.40604999999994,229,229
Q7Z6Z7,4374,481.88569500000006,179,179
Q7Z6Z7-3,4365,481.0127499999999,178,178
Q5THJ4-2,4363,489.05625999999995,225,225
Q685J3-2,4361,436.77131,30,30
Q7Z6Z7-2,4358,480.19279500000005,180,180
Q9NYQ8,4349,479.31342000000006,185,185
Q9P2D7,4330,493.94839499999995,225,225
Q8NCM8-2,4314,493.4154649999999,236,236
Q8NCM8,4307,492.61748,236,236
P98161,4303,462.5247799999999,144,144
P98161-3,4302,462.3966449999999,144,144
P98161-2,4292,461.360625,144,144
P22105,4289,464.32252,193,166
Q9P2D7-4,4265,487.4740500000001,222,222
Q9P2D7-2,4261,485.91717000000006,222,222
Q2LD37-7,4251,470.9248999999999,189,189
Q86WI1,4243,465.73102,160,160
P22105-3,4242,458.21744499999994,186,159
Q8NDA2-2,4198,448.32691499999993,172,172
Q9P225-2,4196,481.994575,217,217
Q8TCU4,4167,460.9612200000001,221,221
Q9C0G6,4158,475.97819499999997,229,229
P78527,4128,469.0841549999999,221,221
Q8TCU4-2,4120,455.0694250000001,219,219
Q8TD57,4116,470.7669450000001,229,229
P78527-2,4097,465.49602,218,218
P08F94,4074,446.698225,147,147
Q8N3K9,4069,449.20687,201,199
P20930,4061,435.1680399999999,211,137
Q8NEZ4-2,4025,443.53511,149,149
Q8WXX0,4024,461.1544350000001,221,221
Q7Z7G8,4022,448.66057500000005,196,196
Q7Z7G8-6,4021,448.53244000000007,196,196
Q86XX4-2,4012,443.632495,157,157
Q86XX4,4008,443.2100149999999,156,156
Q7Z7G8-2,3997,445.98453000000006,194,194
Q9Y4D8,3996,439.33950500000003,177,177
Q9Y4D8-4,3984,438.02495500000003,176,176
Q03164-3,3972,432.047735,154,154
Q03164,3969,431.76045999999997,155,155
Q01484,3957,433.71101000000004,205,205
Q03164-2,3931,427.72889,154,154
Q99996-6,3929,455.41997000000003,237,237
Q9UPA5,3926,416.46579500000007,176,176
Q96JG9,3925,410.19772000000006,152,152
Q5VST9-5,3911,427.04259999999994,190,181
Q99996,3911,453.66422,236,236
Q99996-2,3907,452.98415000000006,237,237
Q99996-3,3899,452.10718999999995,237,237
Q15413-3,3859,435.92973,198,198
Q9Y4A5,3859,437.59655999999995,221,221
Q8TCU4-3,3858,425.1337050000001,206,206
Q99996-5,3857,447.7498100000001,235,235
Q9Y4A5-2,3830,434.41003500000005,219,219
Q9NZJ4-2,3829,436.97176999999994,218,218
Q99698,3801,429.13495,177,177
Q709C8,3753,422.38633999999985,194,194
Q709C8-3,3710,417.272355,193,193
Q86VF2-5,3708,383.80291500000004,194,174
Q7Z407,3707,405.99658999999997,125,125
Q15911,3703,404.41573,143,143
O15230,3695,399.7334799999999,164,164
P11532,3685,426.74658,195,195
Q2LD37-6,3680,409.3812249999999,164,164
P11532-4,3677,425.6373199999999,194,194
Q9NRC6,3674,416.83181499999995,203,203
Q7Z407-2,3667,401.58615,124,124
Q96T58,3664,402.24468499999995,170,170
Q96Q15,3661,410.49689,174,174
Q7Z407-4,3637,398.44919999999996,123,123
Q709C8-2,3628,408.19481500000006,186,186
O60494,3623,398.73293000000007,114,114
Q86UP3-2,3599,397.3095599999999,157,157
Q709C8-4,3585,403.08082999999993,185,185
Q4LDE5,3571,390.16664000000003,155,155
Q86UP3-4,3571,394.09308000000004,154,154
Q86UP3,3567,393.72666,154,154
Q96PZ7,3565,388.86631000000006,121,121
Q70CQ2,3546,404.22924499999993,184,184
Q7Z407-3,3538,387.3260149999999,116,116
Q9UKN7,3530,395.288915,169,169
Q8IZQ1,3526,395.25485499999996,154,154
Q96Q15-2,3521,395.37878,166,166
Q8IZQ1-2,3509,393.36381,153,153
Q0VDD8,3507,399.89089,168,168
Q7Z408,3487,380.03626,113,113
Q8IZT6,3477,409.7967699999999,171,170
Q5CZC0-2,3466,391.69955500000015,166,166
P78509,3460,388.38459500000005,127,127
P78509-2,3458,388.1983850000001,127,127
P46939-2,3438,394.965995,175,175
P46939,3433,394.46309,174,174
Q5T011,3432,378.02529499999997,135,135
P78509-3,3427,384.08966999999996,126,126
P51587,3418,384.2219449999999,184,184
P13611,3396,372.81687499999987,127,127
P08F94-2,3396,371.651475,120,120
Q70CQ2-2,3395,387.15022,176,176
Q96PZ7-2,3388,370.314455,115,115
Q5T011-5,3375,371.85131000000007,134,134
A4UGR9,3374,382.2972550000001,197,197
P13611-5,3370,369.68458499999997,126,126
Q9H251-8,3357,369.64853,114,114
Q9H251,3354,369.49036500000005,113,113
Q9H251-3,3353,369.36218999999994,113,113
Q9H251-2,3352,369.263105,114,114
A4UGR9-3,3345,379.23098,195,195
O95613,3336,378.03404499999994,188,188
Q16787,3333,366.64611999999994,164,164
A4UGR9-2,3327,377.34494,193,193
Q8NF91-2,3321,380.35708999999997,174,174
Q9H251-4,3319,365.54274,113,113
Q9NYQ7-2,3317,358.63635999999997,140,140
Q70CQ2-3,3312,377.59516500000007,172,172
Q9NYQ7,3312,358.18183500000004,140,140
Q96JQ0,3298,346.177235,115,115
Q16787-3,3277,360.20903999999996,161,161
Q8WXH0-7,3270,377.1898250000001,174,174
Q14789-2,3269,377.13488,188,188
Q15772,3267,354.28516,147,147
Q14789,3259,376.01657,187,187
Q8N2C7,3258,363.38699500000007,141,141
P46013,3256,358.690975,180,164
Q6ZRS2,3230,343.550865,92,92
P49792,3224,358.19639500000005,185,176
Q15772-1,3223,348.899,145,145
Q6V0I7-2,3222,351.187295,118,118
Q8NF91-8,3212,367.86991500000005,167,167
P49454,3210,367.7617249999999,197,195
Q9H799,3197,361.7426000000001,148,148
Q6ZS81,3184,353.6065249999999,139,139
P12111,3177,343.66671,171,170
Q6ZS81-4,3176,352.6633249999999,139,139
Q96RL7,3174,360.273125,147,147
Q5SZK8,3169,351.15396999999984,136,136
Q6ZRS2-2,3168,337.4409449999999,92,92
Q5T1H1,3165,350.7932,136,136
Q9P2D7-5,3164,360.9559549999999,169,169
Q96L91,3159,343.48688999999985,116,116
Q5T1H1-1,3144,348.39521499999995,135,135
P42858,3142,347.59966499999996,142,142
O95613-2,3139,355.87868999999995,179,179
Q96RL7-3,3135,355.85802,145,145
O60673,3130,352.772565,145,145
Q96L91-2,3123,339.8207,115,115
P24043,3122,343.90235500000006,162,162
Q96L91-5,3122,339.69256499999995,115,115
Q5VT06,3117,350.9269500000001,165,165
O75962,3097,346.89724,146,146
Q96RL7-2,3095,350.89957999999996,143,143
Q6ZR08,3092,356.93864500000007,169,169
Q8WUY3-3,3092,341.08731499999993,110,110
Q8WUY3-2,3089,340.76092,109,109
Q8WUY3,3088,340.631805,109,109
Q96L91-3,3086,335.80314500000003,115,115
Q8IZF6,3080,333.36464500000005,106,106
P25391,3075,337.08089,144,144
Q6ZRS2-3,3072,327.83392499999997,88,88
Q96RL7-4,3069,347.67053000000004,142,142
Q8IWI9-4,3065,336.15673000000004,151,151
Q99715,3063,333.14446000000015,148,148
Q03001-9,3060,345.028595,166,166
Q13315,3056,350.684105,161,161
Q8WUY3-4,3055,336.91069000000005,108,108
O60673-2,3052,344.150655,144,144
Q8NFC6,3051,330.46394999999995,131,131
Q12830,3046,338.26030500000013,138,138
Q96L91-4,3042,331.775905,111,111
O75962-4,3038,341.59569500000003,145,145
Q8TDJ6-3,3037,339.72553,130,130
Q8TDJ6,3036,339.63845499999996,130,130
Q96Q15-3,3031,340.67091999999997,147,147
Q9Y485,3027,337.83536999999995,134,134
Q8IWI9,3026,331.83367499999997,148,148
Q8N2C7-4,3020,337.847085,138,138
Q9NYQ6,3014,329.483205,125,125
Q5TBA9,3013,338.8710700000001,142,142
O94915,3013,339.59443000000005,136,136
Q9P2D1,2997,335.92485,128,128
Q99715-4,2987,324.56766000000005,143,143
O60229,2985,340.17119,149,149
P12111-2,2971,321.35191000000003,161,160
Q9NR48,2969,332.78718999999995,133,133
O15417,2968,314.51567499999993,120,120
Q9NR48-2,2964,332.207495,133,133
O43149,2961,331.07208999999995,134,134
O95359,2948,309.42443499999996,132,132
Q8NFP9,2946,327.81875500000007,147,147
Q02388,2944,295.21828500000004,150,150
Q9H799-5,2933,331.43041000000005,134,134
O15050,2925,336.2178200000001,152,152
Q6ZRI0,2925,314.79061999999993,102,102
Q9HCU4,2923,317.44948000000005,120,120
O75962-2,2921,329.38621000000006,139,139
Q12830-2,2920,325.12176500000004,133,133
Q6ZS81-5,2920,325.2291850000001,132,132
Q6V1P9,2916,322.2310349999999,112,112
Q6ZQQ6-2,2912,337.77490500000005,146,146
Q02388-2,2912,292.265955,151,151
P35556,2912,314.77215500000005,131,131
Q12830-4,2903,322.21515000000005,136,136
Q9Y520-7,2898,317.07912499999986,105,105
Q3L8U1,2897,326.01918000000006,116,116
P46013-2,2896,319.441685,163,147
Q9Y520,2896,316.9089149999999,105,105
Q3L8U1-3,2882,324.12389499999995,116,116
Q3L8U1-2,2881,324.05282,116,116
Q8IZF6-3,2875,309.42539999999997,94,94
Q6ZQQ6,2873,333.18275000000006,145,145
Q2LD37-2,2873,320.0084500000001,124,124
O95359-3,2871,301.05497999999994,129,129
P35555,2871,312.23462,143,143
P15924,2871,331.7711600000001,162,162
Q9Y493-7,2866,311.091635,144,114
P50851,2863,319.10499999999996,139,139
Q8IWI9-3,2856,315.21607499999993,148,148
P50851-2,2851,317.6993399999999,138,138
Q86YZ3,2850,282.39018500000003,85,55
Q8TDX9,2849,315.43191,122,122
Q9Y520-5,2849,312.63315000000006,105,105
Q7Z7M0,2845,303.0976200000001,99,99
P25054,2843,311.64297,154,154
P21359,2839,319.36928,140,140
O15018,2839,301.63806000000005,142,142
P21359-6,2836,318.988805,140,140
Q9NR99,2828,312.147765,139,139
P21359-2,2818,317.02955499999996,140,140
Q12802-2,2817,307.84281,119,119
Q9Y520-4,2817,308.6042499999999,103,103
Q12802,2813,307.54769,119,119
P04275,2813,309.26183000000003,133,133
Q9Y493,2812,305.660455,141,111
Q75N90,2809,300.3528600000001,120,119
P78559-2,2805,305.66846999999996,103,102
Q8IZF6-2,2804,301.61219499999993,93,93
Q6KC79,2804,316.04844500000013,131,130
P78559,2803,305.48226,103,102
O95071,2799,309.3491900000001,125,125
Q12802-4,2793,305.2780000000001,119,119
Q9BXT5,2789,315.33347,125,125
Q15911-2,2789,306.66140000000007,106,106
O75691,2785,318.38231,139,139
Q7Z7M0-2,2778,295.9314550000001,96,96
Q9H5I5-4,2777,320.88721999999996,135,135
Q9NT68,2774,307.78490500000004,116,116
Q6N022,2769,307.95411000000007,121,121
P01266,2768,304.78752499999996,112,112
Q86UQ4-3,2760,312.24554499999994,129,129
Q14643,2758,313.92637500000006,139,139
Q6ZNJ1,2754,302.513495,110,110
Q9Y520-6,2752,301.569455,100,100
Q9H5I5,2752,318.060895,134,134
Q9UQ35,2752,299.61095500000005,118,118
Q14643-6,2743,312.12935000000004,140,140
Q14643-2,2743,312.16053000000005,140,140
P25054-2,2742,300.43626499999993,148,148
Q14643-5,2734,311.1324049999999,139,139
Q9UKZ4-2,2732,305.9449249999999,119,119
Q14643-7,2728,310.36350500000003,141,141
Q14315,2725,291.02052,147,147
Q9UKZ4,2725,305.00892999999996,118,118
Q6ZNJ1-3,2724,299.338825,110,110
Q9Y493-2,2724,295.258225,137,107
O60281,2723,304.81345999999996,127,127
Q9Y493-6,2721,295.50600000000003,139,109
Q14643-8,2719,309.33538,140,140
P15822,2718,296.862275,119,119
Q8IYW2,2715,303.49739999999997,135,135
Q9UMN6,2715,293.51214000000004,121,121
Q8TD26,2715,305.4095,127,127
P01266-2,2711,298.3805499999999,109,109
Q14643-3,2710,308.536585,138,138
Q7Z333-4,2706,306.338255,143,143
Q14571,2701,308.06111000000004,139,139
Q02224,2701,316.41310000000004,164,164
Q9Y520-3,2700,295.730895,94,94
Q9P273,2699,300.948,123,123
Q6KC79-2,2697,304.34122,125,124
Q96L73,2696,296.649335,139,139
Q14643-4,2695,306.77074,139,139
Q6ZS30,2694,307.2346349999999,127,127
Q14315-2,2692,287.27939499999997,147,147
Q9Y493-3,2689,291.35305000000005,135,105
Q9H5I5-2,2689,311.07133000000005,134,134
Q7Z333,2677,302.87722999999994,140,140
Q7Z407-5,2675,294.80811000000006,83,83
Q92616,2671,292.7550199999999,163,163
Q14573,2671,304.10396000000003,136,136
Q5SZK8-2,2667,295.84279999999995,117,117
Q02224-2,2665,312.14711000000005,161,161
Q6UB99,2663,297.91047000000003,99,99
Q9P2D8-3,2657,297.58075999999994,117,117
Q9Y520-2,2653,291.09050000000013,91,91
Q9BYK8,2649,294.64838000000003,136,136
Q03001-3,2649,306.75288,155,155
P21333,2647,280.73758,133,133
Q7Z333-3,2644,299.41735499999993,138,138
Q13535,2644,301.363675,138,138
Q9H4A3-6,2642,279.71129500000006,66,66
O15018-2,2640,280.089425,134,134
P21333-2,2639,280.01675,134,134
Q9NT68-2,2637,292.25675999999993,108,108
Q9P2D8,2635,295.32326,117,117
Q9H4A3-5,2634,279.53538499999996,67,67
O75369-8,2633,281.63311,143,143
Q99973,2627,290.48704,132,132
O15021,2626,284.3747449999999,131,131
A6H8Y1,2624,293.88290500000005,124,123
Q9Y493-4,2624,284.845715,136,106
Q6WRI0,2623,290.83542,117,117
Q9UPU5,2620,294.362355,136,136
Q99973-2,2620,289.575095,132,132
B2RTY4-4,2619,300.43036,139,139
Q8IWZ3-6,2617,277.1727600000001,84,84
A8TX70,2615,289.92357000000004,135,135
Q13535-3,2610,297.476225,138,138
Q9ULT8,2610,289.38148500000005,123,123
Q9P281,2608,276.9289449999999,98,98
A6H8Y1-6,2604,291.76571500000006,122,121
Q6ZS30-1,2604,297.068985,124,124
O75179,2603,274.25554000000005,80,80
Q8N2C7-2,2603,291.64148,116,116
O75179-2,2602,274.18446500000005,80,80
Q9C0D2-3,2602,295.245045,111,111
O75369,2602,278.1623949999999,141,141
Q9Y493-5,2601,282.42904,135,105
Q9C0D2,2601,295.17397,111,111
Q86UK0,2595,293.23373,109,109
Q96L73-3,2593,284.26095,133,133
O75369-9,2591,276.9369699999999,141,141
O75417,2590,289.616715,134,134
Q9HCK8,2581,290.5166899999999,109,109
Q02224-3,2580,301.78715500000004,157,157
Q13535-2,2580,294.216285,135,135
Q9HCE0,2579,292.47808000000003,117,117
O60281-2,2578,288.283745,119,119
O75369-2,2578,275.6666649999999,141,141
Q8TDX9-2,2573,284.30576,110,110
Q9C0A1,2572,274.1734150000001,102,102
Q93008,2570,292.277165,120,120
Q6ZNJ1-2,2570,282.85805500000004,107,107
P12111-4,2570,278.20128500000004,142,141
Q9NY15,2570,275.479855,113,113
Q8IUG5,2567,285.18242,153,153
Q96JM2-3,2566,291.11485500000003,116,116
Q9BYW2,2564,287.5941949999999,114,114
Q9H254,2564,288.982805,144,144
O75962-5,2563,287.3749400000001,129,129
O75369-3,2561,273.9075299999999,139,139
P46531,2555,272.5023,76,76
O00507,2555,291.07423,115,115
Q93008-1,2554,290.4600750000001,118,118
A6H8Y1-7,2552,286.18261499999994,124,123
Q8WWQ8,2551,276.98563000000007,100,100
P42345,2549,288.88904999999994,132,132
B2RTY4,2548,292.703045,138,138
Q8IWZ3-4,2544,269.29594499999996,78,78
Q9Y4G6,2542,271.61044500000014,135,135
Q9UGM3-6,2542,274.463025,79,40
Q8IWZ3,2542,269.455275,79,79
Q02505,2541,265.87725,37,36
Q9Y490,2541,269.76446000000004,132,132
Q15652,2540,284.522805,125,125
Q68DK2,2539,284.57295,127,127
O75369-6,2537,271.41179999999997,139,139
Q9UGM3-7,2532,273.44095500000003,79,40
Q9C0G6-4,2530,289.569585,141,141
B2RTY4-2,2529,290.37650999999994,137,137
Q5S007,2527,286.09997,128,128
A8TX70-2,2526,279.929465,132,132
Q9Y618,2525,274.8016500000001,122,122
Q92508,2521,286.78675,96,96
Q68DK2-2,2518,282.495605,126,126
Q8IWT3,2517,281.22649999999993,123,123
Q9Y618-3,2517,273.88557000000003,122,122
P49327,2511,273.42406000000005,122,122
Q9Y618-4,2508,273.13886500000007,121,121
Q96JM2,2506,284.68578500000007,112,112
O00555-8,2506,282.56160500000004,100,100
O00555-4,2505,282.2072,100,100
O00555,2505,282.36239,100,100
O00555-6,2493,280.9418,99,99
P46100,2492,282.583585,117,117
P11717,2491,274.37242,125,125
Q12923-4,2490,277.50594499999994,127,127
Q8IVL1,2488,268.164815,113,113
Q12923,2485,276.9032199999999,126,126
Q02505-5,2483,259.58997,33,32
Q96AY4,2481,270.88198,127,127
Q9HCE0-2,2481,281.28826000000004,111,111
Q8IWN7,2480,261.2050250000001,90,86
O15078,2479,290.38370000000003,144,144
Q13813-2,2477,285.09176,143,143
P02751-15,2477,272.31879,99,99
Q5UIP0,2472,274.46307499999995,108,108
Q13813,2472,284.537045,143,143
Q04721,2471,265.40236,75,75
P46821,2468,270.631965,101,101
P18583-9,2466,268.09008500000004,76,69
Q12923-3,2466,274.9300549999999,126,126
Q5JWR5,2465,277.35192,94,94
Q9Y618-5,2462,268.35872500000005,121,121
P18583-5,2459,267.0319999999999,78,71
Q7Z442,2459,272.57251999999994,76,76
O00763,2458,276.53857500000004,122,122
Q9P2D8-2,2458,275.43072500000005,113,113
Q5T4S7-5,2456,270.73702499999996,105,105
P46100-4,2454,278.226635,116,116
Q8NDH2,2452,277.94899499999997,141,141
Q13813-3,2452,282.279425,141,141
Q5UIP0-2,2446,271.686895,105,105
P31629,2446,269.050915,105,105
P02751-7,2446,268.910115,98,98
O15021-1,2444,266.11667500000004,122,122
Q96JI7,2443,278.86541,124,124
Q9BV73,2442,281.13524500000005,140,140
Q92793,2442,265.34976499999993,74,74
O75376,2440,270.20770500000003,118,118
Q6W4X9,2439,257.04881,66,66
Q9BZC7-3,2436,269.98544499999997,102,102
Q9BZC7,2435,269.87031,102,102
O15021-3,2434,265.35088499999995,122,122
Q8IVL1-2,2432,261.74768500000005,110,110
Q5VWN6,2430,268.8402049999999,112,112
O15021-2,2429,264.75907,121,121
Q8IVL1-3,2429,261.40533000000005,109,109
Q96L73-2,2427,267.33762,131,131
P18583,2426,263.827345,76,69
Q8IVL1-11,2425,261.86334,110,110
Q8IVL1-12,2424,261.575965,109,109
Q7Z2Y8,2422,279.046015,118,118
O75369-7,2422,257.54965500000003,130,130
P02549,2419,280.0120900000001,131,131
Q8IVL1-13,2419,261.09961999999996,109,109
Q8IVL1-10,2417,261.10665,110,110
P02549-2,2416,279.6716650000001,130,130
P16112,2415,250.19095000000004,46,46
